	220823_01_WF_RNA_GV_totalRNA_WT_W5_rep1	220823_02_WF_RNA_GV_totalRNA_WT_W5_rep2	220823_03_WF_RNA_GV_totalRNA_WT_W5_rep3	220823_04_WF_RNA_GV_totalRNA_Mll3KO_W5_rep1	220823_05_WF_RNA_GV_totalRNA_Mll3KO_W5_rep2	220823_06_WF_RNA_GV_totalRNA_Mll3KO_W5_rep3
ENSMUSG00000038236.8	204	167	409	259	233	258
ENSMUSG00000038239.11	0	5	0	0	2	0
ENSMUSG00000038240.13	415	316	666	360	365	419
ENSMUSG00000038241.16	431	55	114	693	622	676
ENSMUSG00000038242.12	22	26	68	4	11	12
ENSMUSG00000038244.14	18	4	4	8	17	0
ENSMUSG00000038246.7	0	0	0	3	0	3
ENSMUSG00000038248.8	15	8	21	12	25	21
ENSMUSG00000038250.9	2207	1542	2866	2828	2545	2944
ENSMUSG00000038252.13	244	165	276	223	201	199
ENSMUSG00000038253.6	2	1	5	1	3	0
ENSMUSG00000038255.6	0	0	0	0	0	0
ENSMUSG00000038256.15	946	807	1512	1058	935	1008
ENSMUSG00000038257.9	0	2	4	0	4	0
ENSMUSG00000038259.4	0	0	0	0	1	0
ENSMUSG00000038260.10	18	12	22	28	21	17
ENSMUSG00000038264.8	29	3	16	10	31	33
ENSMUSG00000038267.15	532	451	731	522	483	484
ENSMUSG00000038268.4	10	4	5	17	8	8
ENSMUSG00000038271.17	110	116	211	136	110	108
ENSMUSG00000038274.12	753	628	1142	712	778	929
ENSMUSG00000038276.12	0	1	0	0	0	1
ENSMUSG00000038279.10	80	43	110	53	64	75
ENSMUSG00000038280.12	82	38	88	61	54	52
ENSMUSG00000038286.11	8	4	8	3	1	0
ENSMUSG00000038290.15	721	614	1223	632	654	698
ENSMUSG00000038291.16	163	132	233	169	184	170
ENSMUSG00000038292.14	365	413	882	400	365	357
ENSMUSG00000038295.14	6	9	6	21	26	37
ENSMUSG00000038296.14	3	3	1	0	4	3
ENSMUSG00000038298.14	1025	1131	2377	1060	1001	1063
ENSMUSG00000038299.15	2272	1689	3113	2345	2202	2165
ENSMUSG00000038300.6	0	0	0	0	0	0
ENSMUSG00000038301.15	12	3	11	9	11	5
ENSMUSG00000038302.14	96	83	197	112	113	115
ENSMUSG00000038304.14	835	489	868	782	770	855
ENSMUSG00000038305.15	12	22	41	6	2	9
ENSMUSG00000038311.13	0	0	0	0	0	0
ENSMUSG00000038312.10	396	249	460	468	405	410
ENSMUSG00000038319.14	193	129	224	262	189	238
ENSMUSG00000038323.3	562	290	528	645	691	799
ENSMUSG00000038324.13	1713	1271	2245	1736	1535	1680
ENSMUSG00000038327.8	0	0	0	0	0	0
ENSMUSG00000038330.10	2834	2563	4536	2106	2001	2331
ENSMUSG00000038331.15	225	161	318	203	194	178
ENSMUSG00000038332.13	28	15	49	48	26	49
ENSMUSG00000038335.13	162	117	229	119	119	150
ENSMUSG00000038342.15	866	571	1129	1084	921	1056
ENSMUSG00000038346.18	104	83	205	135	141	131
ENSMUSG00000038347.15	209	179	306	240	245	267
ENSMUSG00000038349.10	335	241	508	342	376	410
ENSMUSG00000038351.14	274	198	324	211	151	194
ENSMUSG00000038352.15	1	1	1	3	1	1
ENSMUSG00000038354.13	14	9	12	33	26	38
ENSMUSG00000038357.10	0	0	0	0	0	0
ENSMUSG00000038365.8	117	77	151	66	95	87
ENSMUSG00000038366.15	19	29	43	14	12	18
ENSMUSG00000038368.16	785	432	798	816	747	688
ENSMUSG00000038369.14	1962	1342	2804	2106	1959	2339
ENSMUSG00000038370.6	0	1	1	0	2	4
ENSMUSG00000038371.15	1416	1159	2277	1479	1477	1556
ENSMUSG00000038372.14	379	351	729	360	377	408
ENSMUSG00000038374.10	307	247	590	284	350	416
ENSMUSG00000038375.15	874	627	1116	1028	843	932
ENSMUSG00000038379.15	2559	2023	3908	1920	1860	2234
ENSMUSG00000038383.16	285	120	228	298	243	304
ENSMUSG00000038384.16	1298	948	2091	1773	1650	1802
ENSMUSG00000038387.9	9	3	12	14	11	15
ENSMUSG00000038388.14	360	407	896	249	336	384
ENSMUSG00000038390.11	0	0	0	1	0	0
ENSMUSG00000038393.14	10443	8149	15429	11078	9449	11272
ENSMUSG00000038398.8	227	192	405	192	280	228
ENSMUSG00000038400.15	4	2	7	1	3	3
ENSMUSG00000038402.2	0	0	0	0	0	0
ENSMUSG00000038403.10	5	1	1	2	0	3
ENSMUSG00000038406.17	1078	901	1753	1182	963	1105
ENSMUSG00000038408.14	0	0	0	0	0	0
ENSMUSG00000038412.8	281	192	417	267	257	298
ENSMUSG00000038415.10	9	8	13	15	19	17
ENSMUSG00000038416.15	202	188	342	194	187	188
ENSMUSG00000038417.4	67	44	114	53	79	71
ENSMUSG00000038418.7	190	114	237	233	220	256
ENSMUSG00000038421.13	0	0	0	0	0	1
ENSMUSG00000038422.2	3	0	0	3	3	1
ENSMUSG00000038425.17	185	163	298	165	181	221
ENSMUSG00000038429.10	463	371	731	472	418	415
ENSMUSG00000038437.11	40	34	76	81	68	78
ENSMUSG00000038446.8	590	492	1025	548	643	777
ENSMUSG00000038451.13	2	0	0	0	0	0
ENSMUSG00000038453.16	28	5	20	19	12	27
ENSMUSG00000038456.9	466	476	818	418	393	413
ENSMUSG00000038457.17	453	282	480	535	426	421
ENSMUSG00000038459.10	265	158	233	268	269	276
ENSMUSG00000038462.3	286	187	351	341	318	333
ENSMUSG00000038463.8	2	0	0	1	0	0
ENSMUSG00000038467.15	96	71	156	79	104	84
ENSMUSG00000038473.14	191	278	568	100	130	140
ENSMUSG00000038481.13	110	51	135	99	67	112
ENSMUSG00000038482.11	838	606	1234	897	802	844
ENSMUSG00000038485.5	3128	2548	4858	3204	2899	3141
ENSMUSG00000038486.9	2	0	3	0	0	0
ENSMUSG00000038489.8	127	106	173	151	131	139
ENSMUSG00000038491.9	0	0	0	1	0	0
ENSMUSG00000038495.14	137	134	317	132	142	137
ENSMUSG00000038496.16	10	10	11	5	7	6
ENSMUSG00000038497.7	247	201	356	274	223	206
ENSMUSG00000038498.3	0	1	0	0	0	0
ENSMUSG00000038500.15	52	57	88	62	67	61
ENSMUSG00000038502.17	394	335	527	529	454	506
ENSMUSG00000038503.15	58	42	116	59	63	59
ENSMUSG00000038506.13	237	131	324	264	242	285
ENSMUSG00000038507.6	8670	6839	12787	8982	8255	9116
ENSMUSG00000038508.7	2	4	3	7	4	6
ENSMUSG00000038510.12	149	115	225	115	133	137
ENSMUSG00000038515.10	14	11	16	20	20	11
ENSMUSG00000038517.15	3	1	1	1	4	5
ENSMUSG00000038518.15	2806	2062	4494	3130	2893	3128
ENSMUSG00000038520.15	7	3	15	14	12	4
ENSMUSG00000038521.17	1	1	2	0	1	1
ENSMUSG00000038522.6	0	0	0	0	0	0
ENSMUSG00000038523.10	0	0	0	1	0	0
ENSMUSG00000038524.13	31	30	68	28	31	43
ENSMUSG00000038525.16	549	472	783	749	637	684
ENSMUSG00000038526.14	20	3	13	8	24	13
ENSMUSG00000038527.9	4	3	5	1	1	0
ENSMUSG00000038528.14	0	0	1	1	0	0
ENSMUSG00000038530.11	0	0	0	0	0	0
ENSMUSG00000038533.15	507	355	822	522	598	579
ENSMUSG00000038534.17	18	22	42	51	42	23
ENSMUSG00000038535.17	894	907	1737	794	889	1118
ENSMUSG00000038537.1	0	0	0	0	0	0
ENSMUSG00000038538.17	1513	1074	2231	1356	1421	1665
ENSMUSG00000038539.15	8	4	8	17	6	5
ENSMUSG00000038540.14	30	27	45	42	42	38
ENSMUSG00000038541.8	4	3	15	2	1	1
ENSMUSG00000038542.14	496	420	831	479	431	459
ENSMUSG00000038543.13	4	0	0	1	0	0
ENSMUSG00000038544.14	426	272	569	413	442	497
ENSMUSG00000038545.13	57	48	101	70	46	59
ENSMUSG00000038546.9	3308	2684	5450	2816	2780	3250
ENSMUSG00000038550.10	49	23	62	31	32	30
ENSMUSG00000038552.14	4	1	1	1	3	1
ENSMUSG00000038555.7	856	715	1313	1023	853	867
ENSMUSG00000038560.7	1	0	0	1	1	2
ENSMUSG00000038563.14	461	335	714	424	464	425
ENSMUSG00000038564.11	100	87	187	109	98	111
ENSMUSG00000038567.5	5	1	8	6	2	5
ENSMUSG00000038569.13	22	18	32	20	26	32
ENSMUSG00000038570.15	29	28	31	34	61	37
ENSMUSG00000038572.7	0	1	0	1	1	0
ENSMUSG00000038576.15	20	17	22	10	24	18
ENSMUSG00000038578.15	21	4	16	10	12	18
ENSMUSG00000038580.13	0	0	0	0	2	0
ENSMUSG00000038582.15	841	629	1211	902	856	868
ENSMUSG00000038583.13	0	0	0	0	0	0
ENSMUSG00000038587.9	5449	4528	10106	5102	5066	5299
ENSMUSG00000038591.3	0	0	0	0	0	0
ENSMUSG00000038593.18	40	26	68	57	39	43
ENSMUSG00000038594.9	775	656	1458	532	642	676
ENSMUSG00000038598.9	622	423	911	484	567	593
ENSMUSG00000038599.14	0	0	0	2	0	0
ENSMUSG00000038600.12	101	87	199	65	64	34
ENSMUSG00000038602.7	0	0	0	0	0	0
ENSMUSG00000038604.9	114	123	201	116	125	137
ENSMUSG00000038605.11	277	169	272	413	412	432
ENSMUSG00000038607.12	3	1	7	2	1	4
ENSMUSG00000038608.15	135	106	274	72	53	76
ENSMUSG00000038611.17	263	236	511	314	283	333
ENSMUSG00000038612.16	161	133	259	169	211	200
ENSMUSG00000038615.17	2382	1870	3708	2621	2346	2417
ENSMUSG00000038618.12	2	0	0	1	1	1
ENSMUSG00000038619.12	333	254	527	320	299	381
ENSMUSG00000038622.8	1059	557	972	926	845	863
ENSMUSG00000038623.9	0	1	0	1	0	3
ENSMUSG00000038624.13	0	0	0	0	0	0
ENSMUSG00000038628.8	296	136	268	325	268	381
ENSMUSG00000038630.8	613	501	1058	860	959	846
ENSMUSG00000038633.5	1782	1131	1795	1702	1584	1740
ENSMUSG00000038637.15	28	23	47	33	35	40
ENSMUSG00000038641.12	4	1	5	1	2	3
ENSMUSG00000038642.10	0	0	0	3	1	1
ENSMUSG00000038644.14	99	74	179	119	85	92
ENSMUSG00000038646.13	316	194	346	327	329	335
ENSMUSG00000038648.5	81	47	95	43	57	60
ENSMUSG00000038650.15	14	6	10	17	8	15
ENSMUSG00000038651.15	797	678	1201	681	767	802
ENSMUSG00000038656.5	0	0	0	0	0	0
ENSMUSG00000038658.15	2684	2152	3766	2705	2621	2709
ENSMUSG00000038663.7	91	103	197	40	34	35
ENSMUSG00000038664.16	1238	940	1854	1038	1039	1146
ENSMUSG00000038665.15	9	23	31	1	7	5
ENSMUSG00000038668.14	254	144	300	176	190	188
ENSMUSG00000038670.11	1	0	0	0	0	1
ENSMUSG00000038671.15	45	30	79	47	42	25
ENSMUSG00000038676.6	0	0	0	0	0	0
ENSMUSG00000038677.14	24	7	14	12	8	6
ENSMUSG00000038679.16	3331	2288	4460	3260	3400	3756
ENSMUSG00000038683.16	2372	2103	4311	2655	2751	2960
ENSMUSG00000038685.18	294	319	532	292	281	325
ENSMUSG00000038690.15	336	227	409	296	260	342
ENSMUSG00000038691.5	0	0	0	3	2	0
ENSMUSG00000038692.8	8	5	14	6	1	2
ENSMUSG00000038695.13	30	21	53	40	35	39
ENSMUSG00000038696.14	1349	1094	2048	1365	1414	1529
ENSMUSG00000038697.15	367	207	392	325	315	323
ENSMUSG00000038700.4	0	0	0	0	0	0
ENSMUSG00000038702.6	66	40	99	66	74	82
ENSMUSG00000038704.12	0	0	0	0	0	0
ENSMUSG00000038705.13	56	28	76	57	45	36
ENSMUSG00000038708.10	3320	3421	7443	2866	3230	3457
ENSMUSG00000038709.14	0	0	0	0	0	0
ENSMUSG00000038712.16	1774	1372	2147	2332	1947	2163
ENSMUSG00000038717.8	294	212	337	309	361	331
ENSMUSG00000038718.15	46	46	68	39	47	41
ENSMUSG00000038721.8	0	0	0	1	1	2
ENSMUSG00000038722.17	1040	696	1353	859	802	966
ENSMUSG00000038725.13	2	0	2	1	2	1
ENSMUSG00000038729.23	3	1	3	0	2	1
ENSMUSG00000038732.15	4	3	7	4	8	3
ENSMUSG00000038733.13	4126	2976	6078	4469	5105	5534
ENSMUSG00000038736.10	321	286	550	250	345	322
ENSMUSG00000038738.15	2	0	1	0	2	1
ENSMUSG00000038740.9	966	544	1034	1231	926	945
ENSMUSG00000038742.7	10	4	12	14	14	13
ENSMUSG00000038745.15	3	2	1	1	0	0
ENSMUSG00000038750.12	1550	955	1719	1292	1229	1391
ENSMUSG00000038751.5	1	0	1	0	0	1
ENSMUSG00000038754.4	0	3	2	4	5	2
ENSMUSG00000038756.13	0	3	0	0	0	0
ENSMUSG00000038759.15	726	499	925	704	678	735
ENSMUSG00000038760.14	1	1	5	1	0	0
ENSMUSG00000038762.15	788	803	1793	826	789	767
ENSMUSG00000038763.12	269	101	178	106	155	198
ENSMUSG00000038764.14	96	90	148	65	72	62
ENSMUSG00000038765.13	4	1	1	2	3	1
ENSMUSG00000038766.16	181	126	321	138	181	144
ENSMUSG00000038768.8	392	238	373	375	448	465
ENSMUSG00000038770.17	2718	2042	4177	3052	2591	2897
ENSMUSG00000038773.11	445	351	839	512	516	476
ENSMUSG00000038774.9	550	402	850	485	514	634
ENSMUSG00000038775.14	2	0	1	3	4	1
ENSMUSG00000038776.13	3	1	7	2	9	2
ENSMUSG00000038777.19	1	0	0	0	3	0
ENSMUSG00000038780.14	721	693	1306	826	604	748
ENSMUSG00000038781.7	0	0	2	1	3	2
ENSMUSG00000038782.6	16	5	13	20	15	12
ENSMUSG00000038784.13	1709	1250	2556	1619	1743	2293
ENSMUSG00000038791.14	0	0	0	0	0	0
ENSMUSG00000038793.8	0	0	0	0	0	0
ENSMUSG00000038797.13	30	19	60	53	61	58
ENSMUSG00000038801.6	0	0	0	0	0	0
ENSMUSG00000038803.7	111	81	114	76	74	103
ENSMUSG00000038805.10	0	0	0	0	0	0
ENSMUSG00000038806.7	92	79	159	139	120	121
ENSMUSG00000038807.18	188	151	322	166	175	162
ENSMUSG00000038811.13	0	0	1	1	0	0
ENSMUSG00000038812.16	227	137	240	243	203	166
ENSMUSG00000038816.14	468	321	583	270	294	355
ENSMUSG00000038822.15	166	103	230	124	137	153
ENSMUSG00000038827.11	87	67	139	82	89	107
ENSMUSG00000038828.13	443	346	648	522	433	519
ENSMUSG00000038831.16	417	265	432	432	421	457
ENSMUSG00000038836.15	38	34	57	50	46	56
ENSMUSG00000038838.15	48	54	102	39	33	35
ENSMUSG00000038840.7	3	1	0	7	0	0
ENSMUSG00000038843.17	0	2	0	0	0	0
ENSMUSG00000038844.10	865	854	1643	707	744	774
ENSMUSG00000038845.11	439	327	662	406	334	395
ENSMUSG00000038848.14	381	302	541	402	397	440
ENSMUSG00000038855.10	34	17	46	26	26	34
ENSMUSG00000038859.7	3500	3087	6065	3538	3403	4076
ENSMUSG00000038860.15	152	127	208	169	138	142
ENSMUSG00000038861.14	52	41	69	52	81	52
ENSMUSG00000038866.15	1940	1389	2779	2518	2512	2766
ENSMUSG00000038871.5	9219	8504	16777	8022	7497	8173
ENSMUSG00000038872.10	3154	2431	4911	4024	3568	3877
ENSMUSG00000038876.12	694	582	1247	663	665	719
ENSMUSG00000038879.8	11	14	23	12	18	15
ENSMUSG00000038880.13	7	4	5	5	11	6
ENSMUSG00000038883.3	0	0	0	0	0	0
ENSMUSG00000038884.14	3	0	1	2	1	3
ENSMUSG00000038886.10	20	12	16	11	18	10
ENSMUSG00000038888.8	14	11	22	21	22	16
ENSMUSG00000038891.3	0	0	0	0	0	0
ENSMUSG00000038893.12	517	379	697	679	604	605
ENSMUSG00000038894.7	7	5	8	8	9	11
ENSMUSG00000038895.16	391	356	698	467	407	447
ENSMUSG00000038900.17	257	170	344	187	243	224
ENSMUSG00000038902.14	451	367	754	590	507	613
ENSMUSG00000038903.13	78	48	119	75	88	63
ENSMUSG00000038909.16	1007	814	1411	1148	951	856
ENSMUSG00000038910.7	12	8	21	5	6	7
ENSMUSG00000038914.15	707	560	1250	700	778	762
ENSMUSG00000038916.7	0	0	0	0	0	2
ENSMUSG00000038917.4	0	0	0	0	0	0
ENSMUSG00000038925.13	9021	7196	15111	8979	8470	9341
ENSMUSG00000038930.11	8	7	24	21	12	8
ENSMUSG00000038932.13	57	33	80	71	74	69
ENSMUSG00000038936.13	4	3	3	1	4	6
ENSMUSG00000038943.16	4800	4883	10728	4115	3969	4651
ENSMUSG00000038949.8	3480	2786	5400	2303	2244	2365
ENSMUSG00000038954.14	425	368	671	412	449	440
ENSMUSG00000038957.13	9	8	9	8	9	5
ENSMUSG00000038963.15	243	163	267	389	270	294
ENSMUSG00000038965.17	168	115	231	130	112	159
ENSMUSG00000038967.13	5	13	14	7	5	9
ENSMUSG00000038968.3	0	0	0	0	0	0
ENSMUSG00000038970.7	803	639	1310	898	712	769
ENSMUSG00000038973.2	0	0	0	0	0	0
ENSMUSG00000038975.14	138	85	159	150	146	130
ENSMUSG00000038976.12	594	521	1285	941	886	923
ENSMUSG00000038980.1	4	4	8	19	24	24
ENSMUSG00000038982.10	180	121	267	171	180	195
ENSMUSG00000038984.4	6	6	14	10	24	23
ENSMUSG00000038987.8	0	0	0	0	0	0
ENSMUSG00000038990.14	140	113	213	148	162	192
ENSMUSG00000038991.17	2894	2111	3855	3381	2740	2844
ENSMUSG00000038994.6	1	1	1	0	1	0
ENSMUSG00000038997.4	0	0	0	0	0	2
ENSMUSG00000039000.8	855	601	1110	890	890	905
ENSMUSG00000039001.12	527	246	471	508	558	503
ENSMUSG00000039004.6	2019	1760	2951	1940	1750	1888
ENSMUSG00000039005.13	0	0	1	0	0	0
ENSMUSG00000039007.10	20	15	16	11	6	18
ENSMUSG00000039013.16	52	26	54	27	29	36
ENSMUSG00000039016.5	399	227	358	423	408	396
ENSMUSG00000039018.15	160	113	181	170	111	132
ENSMUSG00000039021.15	27	15	25	23	30	37
ENSMUSG00000039031.16	231	157	326	191	210	239
ENSMUSG00000039032.2	1	0	0	1	0	0
ENSMUSG00000039033.11	13	14	27	13	14	14
ENSMUSG00000039037.5	0	0	1	0	0	0
ENSMUSG00000039041.15	939	812	1571	1037	956	1169
ENSMUSG00000039043.5	24	11	20	11	12	12
ENSMUSG00000039046.15	288	149	344	248	292	316
ENSMUSG00000039047.17	385	301	623	436	425	389
ENSMUSG00000039048.15	10	1	14	3	8	5
ENSMUSG00000039050.8	363	267	604	404	462	442
ENSMUSG00000039055.4	57	55	95	48	32	42
ENSMUSG00000039057.11	481	396	728	407	339	367
ENSMUSG00000039058.11	124	85	158	258	266	262
ENSMUSG00000039059.11	0	0	0	0	0	0
ENSMUSG00000039062.15	3	0	0	0	1	3
ENSMUSG00000039063.5	293	227	328	290	281	268
ENSMUSG00000039065.11	28	28	36	33	21	26
ENSMUSG00000039067.5	426	310	726	500	498	497
ENSMUSG00000039068.16	1055	767	1636	1120	1029	1094
ENSMUSG00000039069.19	40	34	58	41	35	27
ENSMUSG00000039070.5	0	0	0	0	0	0
ENSMUSG00000039079.1	6	1	2	1	1	0
ENSMUSG00000039081.10	8	3	8	22	9	13
ENSMUSG00000039084.8	0	0	0	0	0	0
ENSMUSG00000039086.9	798	653	1191	1044	883	1027
ENSMUSG00000039087.17	1021	857	1892	1046	929	978
ENSMUSG00000039089.15	79	75	122	16	12	11
ENSMUSG00000039092.9	90	61	151	72	126	91
ENSMUSG00000039095.8	1	1	2	0	0	0
ENSMUSG00000039096.10	2	1	3	1	5	1
ENSMUSG00000039097.5	0	0	0	0	0	0
ENSMUSG00000039098.3	0	0	0	0	0	0
ENSMUSG00000039099.7	33	25	51	43	51	25
ENSMUSG00000039100.10	7500	5706	10916	7038	7729	8117
ENSMUSG00000039103.12	6635	6664	15397	5984	7587	8981
ENSMUSG00000039105.6	515	391	816	521	473	607
ENSMUSG00000039106.6	521	438	874	403	464	525
ENSMUSG00000039108.14	8552	7276	15337	9335	8592	9711
ENSMUSG00000039109.16	62	31	61	42	51	64
ENSMUSG00000039110.14	3	0	2	3	2	1
ENSMUSG00000039114.16	21	10	16	14	12	21
ENSMUSG00000039115.13	1267	1134	2245	1674	1455	1712
ENSMUSG00000039116.6	1	1	2	3	2	2
ENSMUSG00000039117.16	1300	1087	1912	1342	1149	1211
ENSMUSG00000039126.10	4	4	8	4	7	7
ENSMUSG00000039128.13	141	127	238	154	138	171
ENSMUSG00000039130.18	18	9	24	16	12	10
ENSMUSG00000039131.15	257	123	271	212	195	267
ENSMUSG00000039133.8	0	0	0	0	0	0
ENSMUSG00000039137.18	99	91	194	101	109	112
ENSMUSG00000039138.1	0	0	0	0	0	0
ENSMUSG00000039145.16	496	426	736	656	588	727
ENSMUSG00000039146.5	0	0	1	0	0	0
ENSMUSG00000039148.4	828	918	2333	945	836	837
ENSMUSG00000039153.16	89	54	119	84	73	90
ENSMUSG00000039154.8	0	0	2	0	0	0
ENSMUSG00000039155.15	0	0	0	0	0	0
ENSMUSG00000039156.19	652	421	917	522	528	692
ENSMUSG00000039157.12	313	271	468	364	293	307
ENSMUSG00000039158.11	37	42	55	85	67	64
ENSMUSG00000039159.16	2553	2219	4289	2524	2438	3128
ENSMUSG00000039163.10	372	267	497	315	320	471
ENSMUSG00000039164.2	28	11	60	34	28	20
ENSMUSG00000039166.16	924	746	1625	739	776	955
ENSMUSG00000039167.11	11	5	13	7	9	9
ENSMUSG00000039168.15	22	9	22	13	24	16
ENSMUSG00000039174.14	0	0	0	0	0	0
ENSMUSG00000039176.17	209	159	310	194	213	213
ENSMUSG00000039178.9	452	388	718	419	451	505
ENSMUSG00000039179.13	0	0	2	2	4	0
ENSMUSG00000039182.6	42	37	88	38	41	59
ENSMUSG00000039183.5	267	153	291	347	296	347
ENSMUSG00000039187.16	785	653	945	755	866	855
ENSMUSG00000039191.12	638	644	1243	500	554	554
ENSMUSG00000039193.8	201	125	246	136	124	129
ENSMUSG00000039194.16	1	0	0	0	2	0
ENSMUSG00000039195.4	23	16	10	32	25	28
ENSMUSG00000039196.2	0	0	0	0	0	0
ENSMUSG00000039197.10	592	429	803	595	524	628
ENSMUSG00000039198.8	2	0	1	0	0	2
ENSMUSG00000039199.6	16	6	12	19	18	11
ENSMUSG00000039200.16	153	72	159	201	179	190
ENSMUSG00000039202.12	500	335	692	213	185	208
ENSMUSG00000039205.16	37	38	71	43	24	50
ENSMUSG00000039206.13	1301	1011	1943	1462	1209	1165
ENSMUSG00000039208.15	6	8	5	4	9	10
ENSMUSG00000039209.12	133	64	108	131	113	110
ENSMUSG00000039210.16	334	316	667	323	336	344
ENSMUSG00000039215.5	0	0	0	0	0	0
ENSMUSG00000039217.13	3	0	0	6	3	11
ENSMUSG00000039218.17	6456	5034	9815	6578	6385	7023
ENSMUSG00000039219.18	541	359	734	504	576	682
ENSMUSG00000039220.16	1444	1150	2155	1563	1573	1605
ENSMUSG00000039221.10	58	20	42	49	46	75
ENSMUSG00000039224.1	12	3	17	24	11	22
ENSMUSG00000039230.14	126	112	213	155	137	130
ENSMUSG00000039232.12	16	5	6	3	3	3
ENSMUSG00000039233.12	66	60	123	69	71	85
ENSMUSG00000039234.11	260	149	354	230	244	269
ENSMUSG00000039236.18	8	1	38	7	5	6
ENSMUSG00000039238.6	1526	1154	2156	1563	1468	1697
ENSMUSG00000039239.14	3787	2701	5439	3255	3637	4044
ENSMUSG00000039242.10	755	639	1121	718	593	625
ENSMUSG00000039244.10	43	24	46	37	40	23
ENSMUSG00000039246.8	401	66	156	438	437	534
ENSMUSG00000039252.11	65	65	157	72	81	90
ENSMUSG00000039253.7	6	9	6	7	6	7
ENSMUSG00000039254.16	79	45	78	73	61	56
ENSMUSG00000039257.11	0	0	0	0	1	0
ENSMUSG00000039262.16	112	56	93	47	85	76
ENSMUSG00000039263.16	7	2	5	5	5	4
ENSMUSG00000039264.9	6	3	11	1	4	5
ENSMUSG00000039269.5	75	37	55	88	78	98
ENSMUSG00000039270.9	288	185	411	271	258	319
ENSMUSG00000039275.9	1605	1234	2280	1839	1720	1965
ENSMUSG00000039285.12	271	206	403	228	268	297
ENSMUSG00000039286.12	1298	1077	1939	1182	1082	1161
ENSMUSG00000039294.14	9	5	4	11	14	8
ENSMUSG00000039296.15	0	0	0	0	0	1
ENSMUSG00000039298.16	1371	1206	2817	1197	1211	1293
ENSMUSG00000039304.11	33	26	38	7	12	15
ENSMUSG00000039307.16	238	213	565	253	215	270
ENSMUSG00000039308.6	16	11	17	15	17	19
ENSMUSG00000039313.14	0	0	1	0	0	0
ENSMUSG00000039315.15	0	0	0	0	0	0
ENSMUSG00000039316.14	81	39	101	141	118	133
ENSMUSG00000039318.12	2096	2117	4147	2016	1880	1959
ENSMUSG00000039321.1	7	1	1	6	2	2
ENSMUSG00000039323.18	9	3	1	5	3	3
ENSMUSG00000039328.11	1075	785	1333	1091	928	1002
ENSMUSG00000039329.8	619	402	783	894	877	807
ENSMUSG00000039330.4	161	119	242	165	174	188
ENSMUSG00000039335.11	3	5	5	2	1	1
ENSMUSG00000039337.3	45	13	32	93	98	84
ENSMUSG00000039339.3	0	0	0	0	2	0
ENSMUSG00000039342.5	0	2	4	0	1	2
ENSMUSG00000039345.16	9	16	25	10	12	18
ENSMUSG00000039347.7	41	29	76	47	35	39
ENSMUSG00000039349.5	2340	1395	2131	1024	1734	2001
ENSMUSG00000039354.16	1477	1157	2176	1551	1372	1512
ENSMUSG00000039356.15	59	47	86	64	78	61
ENSMUSG00000039357.2	266	160	270	325	317	331
ENSMUSG00000039358.3	1	1	1	2	0	1
ENSMUSG00000039361.11	1177	958	1865	1202	1135	1523
ENSMUSG00000039364.13	1	0	1	0	1	0
ENSMUSG00000039367.11	660	526	1024	673	620	594
ENSMUSG00000039372.5	30	22	51	26	8	18
ENSMUSG00000039375.16	85	94	161	53	61	66
ENSMUSG00000039376.13	23	10	57	65	55	41
ENSMUSG00000039377.7	0	0	1	0	0	0
ENSMUSG00000039384.8	298	250	393	291	252	322
ENSMUSG00000039385.5	3	1	2	3	0	0
ENSMUSG00000039391.11	0	0	0	0	0	0
ENSMUSG00000039395.8	133	91	181	140	102	116
ENSMUSG00000039396.11	1773	1262	2119	2057	2086	2324
ENSMUSG00000039405.7	18	3	10	2	14	13
ENSMUSG00000039410.16	571	420	887	718	693	699
ENSMUSG00000039414.10	1066	824	1524	884	844	812
ENSMUSG00000039419.17	31	21	41	17	26	23
ENSMUSG00000039427.14	176	137	267	261	194	182
ENSMUSG00000039428.11	306	242	467	300	284	320
ENSMUSG00000039431.16	896	661	1234	1003	954	977
ENSMUSG00000039438.7	0	0	0	0	0	0
ENSMUSG00000039449.14	887	707	1439	1030	1013	1110
ENSMUSG00000039450.11	4	5	5	1	3	7
ENSMUSG00000039452.6	245	92	167	236	188	202
ENSMUSG00000039456.10	880	669	1398	812	859	839
ENSMUSG00000039457.4	17	23	60	31	11	26
ENSMUSG00000039458.15	140	112	191	147	159	174
ENSMUSG00000039461.12	10	14	34	13	19	11
ENSMUSG00000039462.4	0	0	0	0	0	0
ENSMUSG00000039463.14	48	31	52	36	32	29
ENSMUSG00000039470.15	14	9	13	11	10	6
ENSMUSG00000039473.8	2282	1942	3933	2539	2605	2778
ENSMUSG00000039474.13	333	264	490	354	266	308
ENSMUSG00000039476.13	0	0	0	0	0	0
ENSMUSG00000039477.16	509	376	863	784	653	618
ENSMUSG00000039478.15	68	56	95	42	37	52
ENSMUSG00000039480.14	192	124	189	215	217	318
ENSMUSG00000039481.5	12	6	4	5	14	25
ENSMUSG00000039483.10	18	14	7	20	17	13
ENSMUSG00000039485.8	600	477	985	685	652	616
ENSMUSG00000039488.15	47	24	40	94	97	62
ENSMUSG00000039492.7	8	12	15	14	8	18
ENSMUSG00000039496.8	6	2	9	11	8	4
ENSMUSG00000039497.8	1090	783	1442	1281	1251	1306
