	220823_01_WF_RNA_GV_totalRNA_WT_W5_rep1	220823_02_WF_RNA_GV_totalRNA_WT_W5_rep2	220823_03_WF_RNA_GV_totalRNA_WT_W5_rep3	220823_10_WF_RNA_GV_totalRNA_Mll34KO_W5_rep1	220823_11_WF_RNA_GV_totalRNA_Mll34KO_W5_rep2	220823_12_WF_RNA_GV_totalRNA_Mll34KO_W5_rep3
ENSMUSG00000030189.15	3031	2472	4954	3696	3033	2627
ENSMUSG00000030194.2	0	0	0	0	0	0
ENSMUSG00000030196.3	0	0	0	0	0	0
ENSMUSG00000030199.16	37	26	54	59	41	48
ENSMUSG00000030200.13	0	0	0	0	0	0
ENSMUSG00000030201.15	4701	3662	7301	3606	2888	2902
ENSMUSG00000030203.17	507	400	732	602	598	386
ENSMUSG00000030204.10	343	266	582	921	814	506
ENSMUSG00000030205.15	0	0	0	0	0	0
ENSMUSG00000030206.13	0	0	0	0	0	1
ENSMUSG00000030207.15	76	55	73	76	48	53
ENSMUSG00000030208.15	2	0	1	1	0	0
ENSMUSG00000030209.14	53	41	105	27	23	26
ENSMUSG00000030213.12	2891	2249	4764	2767	2513	1904
ENSMUSG00000030214.7	7	7	15	34	24	27
ENSMUSG00000030216.12	1502	1343	2543	2152	1815	1552
ENSMUSG00000030217.2	14	7	24	6	5	9
ENSMUSG00000030218.2	0	0	0	3	0	1
ENSMUSG00000030219.13	0	0	0	0	0	0
ENSMUSG00000030220.13	0	0	0	1	0	0
ENSMUSG00000030222.13	34	21	40	28	28	17
ENSMUSG00000030223.14	131	49	113	140	145	101
ENSMUSG00000030224.10	857	581	1222	1036	973	847
ENSMUSG00000030225.11	238	168	259	254	209	188
ENSMUSG00000030226.12	89	125	179	67	47	78
ENSMUSG00000030228.18	21	10	13	23	6	8
ENSMUSG00000030230.15	0	0	0	0	0	0
ENSMUSG00000030231.11	534	503	953	801	646	497
ENSMUSG00000030232.18	875	613	1264	453	360	351
ENSMUSG00000030235.17	0	0	0	0	0	1
ENSMUSG00000030236.10	0	1	0	5	1	2
ENSMUSG00000030237.14	58	33	44	384	290	306
ENSMUSG00000030243.16	163	169	350	204	154	132
ENSMUSG00000030244.7	3	8	15	12	1	5
ENSMUSG00000030245.10	161	108	183	193	157	143
ENSMUSG00000030246.11	15014	14871	27248	19543	16415	12079
ENSMUSG00000030247.9	0	0	0	0	0	0
ENSMUSG00000030249.15	5	1	7	9	12	13
ENSMUSG00000030254.16	600	405	818	668	508	523
ENSMUSG00000030255.13	552	375	768	562	384	370
ENSMUSG00000030256.11	179	120	267	519	464	312
ENSMUSG00000030257.16	1	2	5	5	3	3
ENSMUSG00000030259.12	80	57	163	99	99	72
ENSMUSG00000030263.13	18	10	33	27	17	15
ENSMUSG00000030264.14	497	433	687	492	397	298
ENSMUSG00000030265.14	1006	757	1644	979	806	663
ENSMUSG00000030268.17	371	230	499	214	154	166
ENSMUSG00000030269.14	6032	5155	10055	7841	6970	5388
ENSMUSG00000030270.11	495	300	566	326	317	305
ENSMUSG00000030271.14	82	53	72	137	114	106
ENSMUSG00000030272.15	6	3	4	5	2	2
ENSMUSG00000030275.6	824	629	1076	912	782	617
ENSMUSG00000030276.19	1	3	1	5	1	1
ENSMUSG00000030278.11	0	0	2	0	0	0
ENSMUSG00000030279.15	3318	3010	6140	5326	4121	3564
ENSMUSG00000030281.16	2	2	8	3	2	2
ENSMUSG00000030282.14	311	260	559	401	354	323
ENSMUSG00000030283.7	13	25	42	114	78	63
ENSMUSG00000030284.11	14	6	11	25	21	12
ENSMUSG00000030286.6	382	264	422	504	425	363
ENSMUSG00000030287.15	1803	1445	2931	1621	1453	1146
ENSMUSG00000030291.12	626	297	508	693	589	537
ENSMUSG00000030292.10	18	40	30	36	21	24
ENSMUSG00000030298.10	665	592	1127	1075	956	665
ENSMUSG00000030301.17	582	512	1036	823	711	544
ENSMUSG00000030302.16	2	1	3	2	0	0
ENSMUSG00000030303.15	11	21	23	51	38	35
ENSMUSG00000030304.11	2390	1860	3724	3841	3138	2924
ENSMUSG00000030306.14	3260	2618	5080	2828	2249	2270
ENSMUSG00000030307.8	0	0	5	0	1	1
ENSMUSG00000030309.16	1594	1117	2439	2090	1795	1689
ENSMUSG00000030310.10	0	0	0	1	1	0
ENSMUSG00000030313.15	107	61	144	100	85	81
ENSMUSG00000030314.16	97	99	132	142	92	76
ENSMUSG00000030315.15	118	78	153	89	68	60
ENSMUSG00000030316.13	176	112	203	172	144	125
ENSMUSG00000030317.8	2	0	0	1	1	0
ENSMUSG00000030319.8	2	1	4	17	11	7
ENSMUSG00000030321.15	114	74	166	163	139	95
ENSMUSG00000030322.12	126	120	267	164	149	130
ENSMUSG00000030323.13	398	359	619	383	304	257
ENSMUSG00000030324.8	6	3	5	0	0	1
ENSMUSG00000030325.16	9	8	10	5	2	4
ENSMUSG00000030327.8	70	52	91	107	125	80
ENSMUSG00000030329.11	0	0	0	1	0	0
ENSMUSG00000030330.15	0	0	1	1	2	1
ENSMUSG00000030335.6	120	97	178	144	113	92
ENSMUSG00000030336.14	1	3	3	1	0	0
ENSMUSG00000030337.16	71	44	89	104	71	63
ENSMUSG00000030339.7	5	1	7	1	4	3
ENSMUSG00000030340.16	0	1	3	4	1	3
ENSMUSG00000030341.17	7	1	4	4	3	6
ENSMUSG00000030342.8	515	299	533	606	559	458
ENSMUSG00000030344.11	0	0	2	0	0	2
ENSMUSG00000030345.16	4	2	8	30	30	24
ENSMUSG00000030346.16	90	71	139	158	157	133
ENSMUSG00000030347.6	445	308	682	750	643	586
ENSMUSG00000030350.8	0	0	0	0	0	0
ENSMUSG00000030351.5	0	0	0	0	0	0
ENSMUSG00000030352.14	516	364	690	387	278	332
ENSMUSG00000030353.15	3	0	5	0	1	0
ENSMUSG00000030357.10	178	120	263	164	203	106
ENSMUSG00000030359.14	4	4	5	1	0	3
ENSMUSG00000030361.16	0	0	0	3	2	2
ENSMUSG00000030363.8	0	0	0	0	0	0
ENSMUSG00000030364.6	24	16	33	19	20	14
ENSMUSG00000030365.11	0	0	0	0	0	0
ENSMUSG00000030366.10	0	1	0	3	0	1
ENSMUSG00000030368.10	0	0	0	0	0	0
ENSMUSG00000030373.6	0	0	0	0	0	0
ENSMUSG00000030374.15	833	686	1407	1251	1086	926
ENSMUSG00000030376.8	3	0	1	1	1	1
ENSMUSG00000030378.15	0	1	3	0	0	1
ENSMUSG00000030380.17	3	0	0	3	5	3
ENSMUSG00000030382.15	0	0	0	1	0	0
ENSMUSG00000030385.4	4	2	0	0	2	2
ENSMUSG00000030386.18	203	133	305	418	354	334
ENSMUSG00000030393.8	37	32	49	44	71	57
ENSMUSG00000030397.10	497	439	847	864	723	554
ENSMUSG00000030399.2	0	0	1	0	0	1
ENSMUSG00000030400.17	306	204	416	308	328	249
ENSMUSG00000030401.16	0	0	0	0	0	0
ENSMUSG00000030402.5	0	0	0	0	0	0
ENSMUSG00000030403.9	76	65	110	178	167	140
ENSMUSG00000030406.7	1	1	0	1	1	1
ENSMUSG00000030407.2	14	9	30	20	22	10
ENSMUSG00000030409.15	32	30	36	31	28	26
ENSMUSG00000030410.16	477	326	610	652	565	599
ENSMUSG00000030411.16	1	0	4	5	5	2
ENSMUSG00000030413.7	13	19	22	21	11	12
ENSMUSG00000030417.15	510	369	699	624	526	377
ENSMUSG00000030421.9	606	532	1090	823	670	606
ENSMUSG00000030423.7	433	313	580	493	449	381
ENSMUSG00000030424.15	321	355	754	636	537	466
ENSMUSG00000030427.17	0	0	0	0	0	0
ENSMUSG00000030428.16	97	32	122	69	57	70
ENSMUSG00000030431.8	0	1	0	1	0	2
ENSMUSG00000030432.12	434	282	424	530	441	338
ENSMUSG00000030433.15	1	0	0	0	1	0
ENSMUSG00000030435.16	963	1018	2249	2614	1947	1234
ENSMUSG00000030443.16	83	70	146	91	48	47
ENSMUSG00000030446.17	30	29	51	44	35	45
ENSMUSG00000030447.15	465	359	685	415	342	285
ENSMUSG00000030450.11	83	74	153	48	21	46
ENSMUSG00000030451.16	5397	4740	9806	8348	6966	5477
ENSMUSG00000030452.16	53	33	67	76	88	55
ENSMUSG00000030463.5	0	0	1	0	0	0
ENSMUSG00000030465.19	1577	1186	2485	2651	2130	1920
ENSMUSG00000030468.12	0	0	0	0	1	0
ENSMUSG00000030469.10	18	15	16	32	26	23
ENSMUSG00000030470.15	0	1	0	0	1	0
ENSMUSG00000030471.17	368	263	459	579	473	492
ENSMUSG00000030472.9	0	0	0	0	2	0
ENSMUSG00000030474.9	55	32	66	23	29	19
ENSMUSG00000030483.14	0	0	2	0	0	4
ENSMUSG00000030484.5	0	4	5	1	1	1
ENSMUSG00000030486.9	2099	1626	3065	2751	2218	1766
ENSMUSG00000030491.16	1231	879	1551	2064	1707	1538
ENSMUSG00000030492.16	65	44	74	27	30	19
ENSMUSG00000030493.13	65	75	123	105	102	75
ENSMUSG00000030494.13	7846	6596	12514	10136	8031	6822
ENSMUSG00000030495.12	0	0	0	0	0	0
ENSMUSG00000030498.15	26	22	34	12	18	14
ENSMUSG00000030499.9	7	5	5	29	33	16
ENSMUSG00000030500.6	2	0	0	1	0	0
ENSMUSG00000030505.17	159	121	218	174	151	105
ENSMUSG00000030507.6	1	0	2	1	0	0
ENSMUSG00000030509.17	35	21	37	94	65	56
ENSMUSG00000030510.11	0	0	0	1	0	2
ENSMUSG00000030512.13	377	336	737	555	478	401
ENSMUSG00000030513.14	81	26	81	114	120	101
ENSMUSG00000030515.9	48	68	119	95	78	60
ENSMUSG00000030516.14	2475	2327	4762	2392	1807	1422
ENSMUSG00000030518.17	40	19	48	60	28	37
ENSMUSG00000030519.14	258	223	441	456	356	279
ENSMUSG00000030521.11	1775	1526	3297	1918	1707	1601
ENSMUSG00000030522.14	254	156	280	284	244	241
ENSMUSG00000030523.18	1	2	1	2	1	0
ENSMUSG00000030525.8	3	4	8	22	18	9
ENSMUSG00000030527.15	189	141	240	123	147	67
ENSMUSG00000030528.12	738	641	1190	666	569	581
ENSMUSG00000030530.15	2434	1945	3736	3407	3147	2370
ENSMUSG00000030532.6	7	13	10	3	8	1
ENSMUSG00000030533.15	21	13	28	33	36	29
ENSMUSG00000030534.13	237	210	382	251	221	157
ENSMUSG00000030536.10	883	749	1523	1685	1513	1153
ENSMUSG00000030538.15	110	76	129	110	107	111
ENSMUSG00000030539.13	206	202	363	432	406	242
ENSMUSG00000030541.16	25	7	21	16	16	28
ENSMUSG00000030543.10	472	269	419	775	670	731
ENSMUSG00000030544.5	0	0	0	0	0	0
ENSMUSG00000030545.9	224	143	324	313	311	271
ENSMUSG00000030546.14	1	1	3	0	1	0
ENSMUSG00000030549.6	5	2	1	7	6	3
ENSMUSG00000030551.14	40	26	38	50	37	51
ENSMUSG00000030553.3	15	4	20	6	4	6
ENSMUSG00000030554.16	189	102	234	96	107	246
ENSMUSG00000030555.16	641	586	987	1138	906	806
ENSMUSG00000030556.13	977	776	1391	818	814	639
ENSMUSG00000030557.17	142	97	237	191	184	122
ENSMUSG00000030559.8	1118	926	1725	1132	914	761
ENSMUSG00000030560.17	3	4	0	5	4	4
ENSMUSG00000030562.17	0	0	5	33	31	19
ENSMUSG00000030577.14	1	0	0	2	1	0
ENSMUSG00000030579.10	0	0	0	1	0	1
ENSMUSG00000030583.16	1144	788	1651	994	954	742
ENSMUSG00000030584.14	12	9	8	25	16	14
ENSMUSG00000030587.5	1	0	1	2	0	1
ENSMUSG00000030588.12	54	31	46	53	69	52
ENSMUSG00000030589.15	3	9	4	12	8	4
ENSMUSG00000030590.15	32	29	62	40	34	18
ENSMUSG00000030591.17	1335	812	1387	1598	1418	1325
ENSMUSG00000030592.18	3	1	5	4	7	4
ENSMUSG00000030595.15	160	124	286	224	217	207
ENSMUSG00000030598.15	61	36	66	62	46	41
ENSMUSG00000030600.15	10	2	12	24	24	12
ENSMUSG00000030602.13	1075	898	1788	1462	1269	1125
ENSMUSG00000030603.16	830	635	1097	923	728	740
ENSMUSG00000030604.9	44	38	68	94	75	74
ENSMUSG00000030605.15	16	2	7	10	7	14
ENSMUSG00000030606.8	0	0	1	0	0	0
ENSMUSG00000030607.7	0	0	0	1	1	1
ENSMUSG00000030609.18	141	120	181	210	126	134
ENSMUSG00000030610.13	220	136	216	137	121	99
ENSMUSG00000030611.10	58	34	79	70	84	64
ENSMUSG00000030612.6	297	195	408	324	322	275
ENSMUSG00000030613.13	434	268	599	444	420	369
ENSMUSG00000030614.8	58	25	60	56	31	42
ENSMUSG00000030615.12	32	24	33	47	31	41
ENSMUSG00000030616.15	695	635	1500	100	107	111
ENSMUSG00000030617.13	7	13	21	0	1	1
ENSMUSG00000030619.9	1530	1294	2615	1930	1571	1530
ENSMUSG00000030621.17	53	28	35	12	5	35
ENSMUSG00000030623.4	0	0	0	0	0	0
ENSMUSG00000030629.15	745	602	1081	883	820	626
ENSMUSG00000030630.16	4	2	0	0	1	0
ENSMUSG00000030636.15	1	0	1	0	0	0
ENSMUSG00000030638.13	6	1	9	9	13	4
ENSMUSG00000030641.10	1016	684	1307	1199	829	962
ENSMUSG00000030643.14	11	9	43	72	76	49
ENSMUSG00000030647.8	248	161	332	188	169	152
ENSMUSG00000030649.18	813	715	1519	967	880	732
ENSMUSG00000030650.18	87	46	90	248	171	177
ENSMUSG00000030651.5	0	0	0	0	0	0
ENSMUSG00000030652.11	112	72	195	145	116	101
ENSMUSG00000030653.17	0	0	3	1	0	0
ENSMUSG00000030654.9	1367	768	1319	1388	1148	1062
ENSMUSG00000030655.15	1922	1803	3244	2196	1711	1608
ENSMUSG00000030657.11	100	76	113	211	151	147
ENSMUSG00000030659.14	16	17	36	39	30	25
ENSMUSG00000030660.9	2728	1837	3592	3125	2519	2650
ENSMUSG00000030662.10	646	573	999	868	734	573
ENSMUSG00000030663.12	143	81	142	229	205	174
ENSMUSG00000030664.3	0	0	0	0	0	0
ENSMUSG00000030666.11	0	0	2	1	6	2
ENSMUSG00000030669.13	0	0	0	0	0	0
ENSMUSG00000030670.16	33	21	33	49	40	45
ENSMUSG00000030671.9	1400	1153	2208	1469	1181	1141
ENSMUSG00000030672.12	11	4	21	11	10	7
ENSMUSG00000030674.5	0	0	0	0	0	1
ENSMUSG00000030677.8	1977	1585	3022	2295	1901	1598
ENSMUSG00000030678.7	35	17	23	60	89	55
ENSMUSG00000030680.6	0	0	0	1	0	0
ENSMUSG00000030681.18	821	801	1681	1047	1006	810
ENSMUSG00000030682.4	271	175	308	361	395	398
ENSMUSG00000030683.11	3	1	0	5	5	5
ENSMUSG00000030685.5	246	198	413	193	210	208
ENSMUSG00000030688.15	26	18	21	20	19	11
ENSMUSG00000030689.15	548	381	825	708	534	518
ENSMUSG00000030691.15	2011	1554	3041	2120	1883	1594
ENSMUSG00000030693.10	0	0	0	0	0	0
ENSMUSG00000030695.16	577	417	729	515	509	514
ENSMUSG00000030697.7	389	230	413	415	322	354
ENSMUSG00000030699.16	2	0	0	0	1	1
ENSMUSG00000030701.17	109	68	123	207	148	132
ENSMUSG00000030703.8	6	35	89	119	42	3
ENSMUSG00000030704.14	1620	1249	2628	2034	1590	1540
ENSMUSG00000030706.17	976	833	1342	464	410	383
ENSMUSG00000030707.15	3	0	2	1	1	2
ENSMUSG00000030708.14	6	1	4	5	0	0
ENSMUSG00000030711.15	1	0	2	0	0	0
ENSMUSG00000030713.6	0	0	0	1	0	0
ENSMUSG00000030714.14	691	613	917	973	884	777
ENSMUSG00000030717.9	9	2	5	11	2	4
ENSMUSG00000030718.9	1562	1162	2371	2571	2263	2103
ENSMUSG00000030720.16	21	20	35	29	34	26
ENSMUSG00000030722.7	112	93	146	204	210	145
ENSMUSG00000030724.7	1	0	0	2	0	0
ENSMUSG00000030725.4	70	37	50	64	64	65
ENSMUSG00000030726.16	3280	2799	5501	4819	4109	3708
ENSMUSG00000030727.12	12	6	24	17	14	10
ENSMUSG00000030729.17	640	564	1361	786	581	463
ENSMUSG00000030730.12	0	0	1	0	1	1
ENSMUSG00000030731.13	0	0	0	0	0	1
ENSMUSG00000030732.13	0	0	0	0	0	0
ENSMUSG00000030733.10	25	10	39	42	43	20
ENSMUSG00000030735.6	3	3	2	5	0	7
ENSMUSG00000030737.17	5	10	10	19	12	23
ENSMUSG00000030738.11	2090	1734	3363	2628	2182	1778
ENSMUSG00000030739.18	41	41	57	89	71	62
ENSMUSG00000030741.15	10	14	26	26	16	12
ENSMUSG00000030742.7	0	0	0	0	0	0
ENSMUSG00000030744.13	295	171	310	398	313	288
ENSMUSG00000030745.9	1	0	0	0	1	0
ENSMUSG00000030747.5	223	144	299	273	242	243
ENSMUSG00000030748.9	35	19	29	29	21	9
ENSMUSG00000030750.13	591	375	720	588	487	535
ENSMUSG00000030751.18	544	327	584	664	645	521
ENSMUSG00000030752.8	42	32	64	36	43	41
ENSMUSG00000030753.15	574	419	1132	960	842	727
ENSMUSG00000030754.9	2388	1804	3557	2862	2506	2331
ENSMUSG00000030757.13	1	0	0	2	1	0
ENSMUSG00000030759.16	670	444	922	661	628	557
ENSMUSG00000030760.14	53	19	38	24	19	25
ENSMUSG00000030761.15	111	102	112	119	122	65
ENSMUSG00000030762.11	1	1	0	1	0	0
ENSMUSG00000030763.7	197	163	305	306	263	217
ENSMUSG00000030766.15	679	566	1118	952	880	674
ENSMUSG00000030768.12	1312	1056	2011	1296	1207	1009
ENSMUSG00000030769.15	0	0	1	1	0	0
ENSMUSG00000030770.15	7	4	7	2	3	7
ENSMUSG00000030772.6	50	29	60	449	263	346
ENSMUSG00000030774.13	1945	1809	2960	1920	1535	1287
ENSMUSG00000030775.10	0	0	0	0	0	0
ENSMUSG00000030779.16	335	219	606	622	530	377
ENSMUSG00000030780.15	111	90	194	106	87	87
ENSMUSG00000030781.13	15	18	21	9	9	18
ENSMUSG00000030782.16	21	0	1	5	4	6
ENSMUSG00000030785.8	31	14	46	4	7	14
ENSMUSG00000030786.18	1	2	2	0	0	0
ENSMUSG00000030787.4	1	2	4	0	1	1
ENSMUSG00000030788.16	1578	1140	2056	769	675	607
ENSMUSG00000030789.9	0	0	0	2	0	1
ENSMUSG00000030790.15	0	0	0	0	0	0
ENSMUSG00000030792.8	0	0	2	1	0	0
ENSMUSG00000030793.4	1	0	1	0	0	1
ENSMUSG00000030795.18	1141	921	1737	1682	1338	1109
ENSMUSG00000030796.17	34	31	50	16	24	32
ENSMUSG00000030798.15	1	0	0	0	0	0
ENSMUSG00000030800.10	28	24	32	45	15	18
ENSMUSG00000030801.10	1075	861	1604	1238	1113	1094
ENSMUSG00000030802.14	36	26	48	41	39	15
ENSMUSG00000030804.8	0	0	0	0	0	0
ENSMUSG00000030805.14	107	127	244	158	137	119
ENSMUSG00000030806.6	0	0	0	0	1	0
ENSMUSG00000030811.14	979	810	1872	1375	1170	931
ENSMUSG00000030814.17	729	476	919	1079	882	809
ENSMUSG00000030815.11	141	79	113	160	160	130
ENSMUSG00000030816.8	1533	1361	2847	2226	1942	1493
ENSMUSG00000030822.15	1366	1081	2165	1462	1300	1099
ENSMUSG00000030823.6	6	4	12	16	4	8
ENSMUSG00000030824.17	690	615	1416	1028	950	717
ENSMUSG00000030825.19	1	0	0	0	0	0
ENSMUSG00000030826.19	23	18	23	31	22	25
ENSMUSG00000030827.5	1	0	1	0	4	0
ENSMUSG00000030830.18	14	9	14	5	3	7
ENSMUSG00000030834.7	17	10	23	19	18	12
ENSMUSG00000030835.6	347	263	478	431	354	264
ENSMUSG00000030838.18	0	0	0	0	0	0
ENSMUSG00000030839.12	27	15	27	28	32	17
ENSMUSG00000030842.12	354	278	381	474	424	386
ENSMUSG00000030844.11	603	437	773	160	281	195
ENSMUSG00000030846.15	244	176	450	320	240	189
ENSMUSG00000030847.8	13	6	12	4	3	2
ENSMUSG00000030849.18	824	640	1452	732	453	498
ENSMUSG00000030850.17	307	209	445	379	368	295
ENSMUSG00000030851.15	82	58	98	144	145	60
ENSMUSG00000030852.17	7544	6522	13394	9613	7849	6557
ENSMUSG00000030854.17	9	8	23	3	4	9
ENSMUSG00000030858.10	0	0	0	0	0	0
ENSMUSG00000030859.8	0	0	0	0	0	0
ENSMUSG00000030861.15	329	361	624	337	295	192
ENSMUSG00000030862.13	209	192	366	95	62	43
ENSMUSG00000030865.4	21	7	21	19	11	15
ENSMUSG00000030866.8	3	2	5	0	2	1
ENSMUSG00000030867.7	1616	1239	2558	1275	1185	1093
ENSMUSG00000030868.6	207	135	324	243	194	155
ENSMUSG00000030869.11	703	506	992	748	640	563
ENSMUSG00000030870.12	1700	1199	2534	2511	2342	1910
ENSMUSG00000030871.11	30	36	45	72	85	47
ENSMUSG00000030872.14	149	107	214	150	119	88
ENSMUSG00000030873.9	22	11	11	2	3	0
ENSMUSG00000030876.7	765	604	1181	793	708	661
ENSMUSG00000030877.11	23	24	30	18	16	18
ENSMUSG00000030878.11	2282	2167	4369	2626	2341	1823
ENSMUSG00000030879.10	190	141	217	245	218	153
ENSMUSG00000030880.14	112	85	180	315	300	225
ENSMUSG00000030881.15	74	55	113	75	63	39
ENSMUSG00000030882.19	11	21	18	5	11	7
ENSMUSG00000030884.12	759	534	924	1046	783	700
ENSMUSG00000030887.4	1	1	1	3	3	2
ENSMUSG00000030888.14	373	371	762	424	368	319
ENSMUSG00000030889.14	277	210	374	158	133	105
ENSMUSG00000030890.16	36	32	66	60	58	34
ENSMUSG00000030894.5	26	9	41	12	20	22
ENSMUSG00000030895.9	0	0	1	0	0	0
ENSMUSG00000030897.5	85	52	71	148	127	90
ENSMUSG00000030898.15	0	0	0	0	0	0
ENSMUSG00000030905.5	16	18	22	16	17	6
ENSMUSG00000030909.6	927	993	2036	1182	1013	726
ENSMUSG00000030911.7	12975	9751	16306	11854	11053	8982
ENSMUSG00000030917.13	19	42	71	31	23	15
ENSMUSG00000030921.17	94	41	119	86	85	57
ENSMUSG00000030922.12	59	33	55	75	52	61
ENSMUSG00000030924.16	81	55	102	81	68	62
ENSMUSG00000030929.17	251	195	332	356	306	274
ENSMUSG00000030930.14	22	6	12	45	15	26
ENSMUSG00000030934.9	296	237	437	428	437	368
ENSMUSG00000030935.15	6	12	17	8	2	2
ENSMUSG00000030942.8	1281	1050	2413	1897	1521	1204
ENSMUSG00000030945.17	24	10	19	23	31	32
ENSMUSG00000030946.13	173	129	259	214	202	153
ENSMUSG00000030954.10	1	1	1	0	2	0
ENSMUSG00000030956.15	385	263	401	59	61	40
ENSMUSG00000030960.16	22	10	54	29	24	33
ENSMUSG00000030963.6	0	1	0	0	7	1
ENSMUSG00000030965.19	186	110	276	214	171	151
ENSMUSG00000030966.13	1	0	1	7	1	2
ENSMUSG00000030967.15	1215	863	1926	1556	1314	1102
ENSMUSG00000030968.3	5	3	12	18	9	11
ENSMUSG00000030970.16	1532	1137	2358	1599	1396	1186
ENSMUSG00000030972.6	8	1	5	8	10	7
ENSMUSG00000030976.3	6	2	5	5	1	1
ENSMUSG00000030978.10	379	289	629	543	468	433
ENSMUSG00000030979.13	44	22	35	27	34	34
ENSMUSG00000030980.17	130	89	204	174	148	117
ENSMUSG00000030981.9	0	2	0	0	0	0
ENSMUSG00000030982.19	1110	853	1467	1108	1034	848
ENSMUSG00000030983.4	98	103	188	159	136	108
ENSMUSG00000030986.13	633	512	1093	749	604	507
ENSMUSG00000030987.5	22	27	41	25	22	18
ENSMUSG00000030990.18	52	42	38	68	53	55
ENSMUSG00000030994.15	3013	2165	4010	1736	1399	1362
ENSMUSG00000030996.8	9	3	7	4	5	1
ENSMUSG00000031004.8	5461	4729	10621	5719	4518	4313
ENSMUSG00000031015.8	245	271	680	185	133	110
ENSMUSG00000031016.9	242	159	323	318	273	202
ENSMUSG00000031021.13	130	106	179	87	116	105
ENSMUSG00000031022.15	125	79	150	426	412	306
ENSMUSG00000031023.5	131	95	136	141	120	124
ENSMUSG00000031024.13	180	103	215	291	165	219
ENSMUSG00000031026.15	13	16	10	20	25	11
ENSMUSG00000031027.15	2	0	8	1	0	3
ENSMUSG00000031028.14	511	406	969	842	737	502
ENSMUSG00000031029.6	117	129	196	180	167	124
ENSMUSG00000031068.8	364	296	620	438	369	330
ENSMUSG00000031070.15	0	0	0	0	0	0
ENSMUSG00000031072.14	34	16	62	40	35	28
ENSMUSG00000031073.6	0	0	0	0	1	1
ENSMUSG00000031074.14	0	0	0	0	0	0
ENSMUSG00000031075.18	60	15	48	28	15	21
ENSMUSG00000031077.7	76	67	127	79	59	48
ENSMUSG00000031078.15	117	94	267	194	156	81
ENSMUSG00000031085.16	31	25	31	78	72	80
ENSMUSG00000031090.14	172	115	236	230	194	160
ENSMUSG00000031097.15	1	0	0	0	0	0
ENSMUSG00000031098.18	0	0	0	0	0	1
ENSMUSG00000031129.9	5	1	17	4	2	1
ENSMUSG00000031233.6	0	0	0	0	0	0
ENSMUSG00000031286.6	10	3	8	0	1	4
ENSMUSG00000031294.9	1	0	3	3	2	0
ENSMUSG00000031441.15	1811	1413	2654	1978	1827	1640
ENSMUSG00000031442.20	47	31	42	130	99	76
ENSMUSG00000031443.7	0	0	2	0	0	0
ENSMUSG00000031444.16	0	0	0	0	0	0
ENSMUSG00000031445.5	0	0	0	0	0	0
ENSMUSG00000031446.14	371	307	791	563	517	319
ENSMUSG00000031447.7	2178	1675	3339	2295	2097	1651
ENSMUSG00000031448.12	0	0	0	2	6	4
ENSMUSG00000031449.10	1	0	2	5	2	2
ENSMUSG00000031450.8	2	1	2	17	19	14
ENSMUSG00000031451.6	152	116	163	105	88	85
ENSMUSG00000031452.15	0	0	0	0	0	0
ENSMUSG00000031453.16	96	94	178	47	42	51
ENSMUSG00000031458.8	128	104	206	180	164	99
ENSMUSG00000031461.4	1012	799	1515	2052	1310	1279
ENSMUSG00000031465.6	14	4	20	0	2	0
ENSMUSG00000031467.10	290	211	382	326	305	257
ENSMUSG00000031471.3	0	0	0	0	0	0
ENSMUSG00000031478.16	35	46	68	36	42	27
ENSMUSG00000031479.9	79	55	113	58	80	59
ENSMUSG00000031480.15	1	0	1	3	5	3
ENSMUSG00000031481.8	47	34	78	39	32	37
ENSMUSG00000031482.9	2209	1817	3926	3361	2937	2459
ENSMUSG00000031483.8	82	54	118	156	112	76
ENSMUSG00000031485.15	54	28	57	80	67	55
ENSMUSG00000031486.15	4	5	11	7	10	4
ENSMUSG00000031487.5	1177	815	1478	1836	1589	1364
ENSMUSG00000031488.14	616	540	1022	612	561	430
ENSMUSG00000031489.15	6	4	18	1	1	0
ENSMUSG00000031490.6	15	8	13	9	6	11
ENSMUSG00000031491.10	0	0	0	0	0	0
ENSMUSG00000031492.13	3	0	2	2	2	1
ENSMUSG00000031493.10	10	4	7	7	4	3
ENSMUSG00000031494.7	0	0	0	0	0	0
ENSMUSG00000031495.8	0	0	0	0	0	1
ENSMUSG00000031497.9	128	76	142	232	180	167
ENSMUSG00000031502.11	236	167	350	355	282	237
ENSMUSG00000031503.13	147	106	208	174	178	137
ENSMUSG00000031504.6	0	2	0	3	2	1
ENSMUSG00000031505.11	63	39	89	107	86	65
ENSMUSG00000031506.11	1	0	2	0	0	0
ENSMUSG00000031508.14	22	24	41	32	25	12
ENSMUSG00000031509.10	0	0	1	0	0	0
ENSMUSG00000031510.5	0	0	0	0	0	0
ENSMUSG00000031511.15	1549	1295	2655	1156	966	849
ENSMUSG00000031512.15	0	0	2	0	0	0
ENSMUSG00000031513.8	31	24	45	28	31	34
ENSMUSG00000031516.11	64	50	87	89	60	49
ENSMUSG00000031517.8	303	277	519	192	137	170
ENSMUSG00000031518.6	3	5	6	4	0	2
ENSMUSG00000031519.3	3	0	0	0	0	1
ENSMUSG00000031520.6	0	0	0	2	0	0
ENSMUSG00000031521.5	3	0	2	5	2	1
ENSMUSG00000031523.16	191	125	252	347	235	230
ENSMUSG00000031527.7	598	484	971	579	629	474
